Sun Jan  8 12:11:03 2023    profile_job

         97828 function calls (96635 primitive calls) in 55.695 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/events.py:756(new_event_loop)
     1081    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       21    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:119(__prepare__)
     2114    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      378    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:86(<lambda>)
       51    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/subprocess.py:1632(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/events.py:650(new_event_loop)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:214(__init__)
      210    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:434(exception)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/tasks.py:717(gather)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/threading.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/futures.py:284(_set_result_unless_cancelled)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/unix_events.py:53(__init__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:54(__init__)
       21    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:505(_find_new_)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/unix_events.py:57(close)
      308    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:20(_is_dunder)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/weakref.py:159(__setitem__)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:288(eof_received)
      397    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:643(_is_dunder)
      186    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:182(_TLSAlertType)
     1586    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      377    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:87(close)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/contextvars.py:1(<module>)
      376    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:76(<lambda>)
      248    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:12(_is_descriptor)
        5    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:822(__or__)
       55    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:473(_get_mixins_)
      386    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
      420    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      723    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      210    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:458(_maybe_resume_transport)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/coroutines.py:177(iscoroutine)
      307    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:28(_is_sunder)
       14    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:518(type)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_events.py:355(serve_forever)
        9    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/selectors.py:234(register)
       26    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/_weakrefset.py:81(add)
        5    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/selectors.py:365(unregister)
      490    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:249(match)
      379    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:91(<lambda>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1252(_path_hooks)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:1(<module>)
        4    0.000    0.000    0.000    0.000 job_center.py:263(main)
      210    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:679(is_closing)
      124    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
      408    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:160(__len__)
       71    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       90    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_compile.py:423(_simple)
      121    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_events.py:330(close)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/locks.py:1(<module>)
       50    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/posixpath.py:71(join)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:785(_missing_)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
      186    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
      9/5    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:347(__getitem__)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:463(feed_eof)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/transports.py:264(__init__)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:792(_create_pseudo_member_)
       51    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/tasks.py:41(all_tasks)
      581    0.000    0.000    0.000    0.000 job_center.py:138(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/constants.py:1(<module>)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        4    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:674(__getitem__)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:320(__init__)
       28    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/selectors.py:215(_fileobj_lookup)
      409    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:598(_stop_serving)
       14    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_compile.py:411(_mk_bitmap)
       10    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:219(__init__)
       12    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/datetime.py:488(__new__)
       19    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:828(__and__)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:58(start_server)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/contextlib.py:429(callback)
       76    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_compile.py:249(_compile_charset)
      243    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       49    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:98(_close_self_pipe)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:864(_decompose)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      275    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_events.py:1372(create_server)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/tasks.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/_weakrefset.py:38(_remove)
       14    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/functools.py:33(update_wrapper)
        6    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:394(__init__)
        6    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:686(copy_with)
      287    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:172(append)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/transports.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/traceback.py:591(format)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/abc.py:96(__instancecheck__)
       55    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:484(_find_data_type)
      390    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:875(__class_getitem__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/tokenize.py:295(detect_encoding)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:775(set_protocol)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/queues.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/selector_events.py:106(_make_self_pipe)
       60    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:355(_escape)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:223(_TLSMessageType)
      243    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:496(close)
        4    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:187(_subs_tvars)
       60    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:172(_collect_type_vars)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/tokenize.py:83(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/timeit.py:3(<module>)
        7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       51    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      428    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:799(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_subprocess.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:84(opengroup)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/datetime.py:1558(datetime)
        5    0.000    0.000    0.000    0.000 {method 'cancel' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/random.py:244(randint)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/socket.py:492(_real_close)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
      116    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/subprocess.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_compile.py:413(<listcomp>)
       28    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/selectors.py:21(_fileobj_to_fd)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/exceptions.py:36(__init__)
      192    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:111(__init__)
        5    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/codecs.py:319(decode)
       29    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:120(_type_check)
      511    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:1057(__init_subclass__)
        8    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:881(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:248(_tp_cache)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:815(__getitem_inner__)
      511    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       19    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:224(__init__)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/random.py:200(randrange)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/protocols.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/abc.py:100(__subclasscheck__)
       46    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/futures.py:1(<module>)
       62    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      374    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/inspect.py:2416(_ParameterKind)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/weakref.py:323(__new__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/token.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        6    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/tasks.py:751(_done_callback)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x7f6408306790}
       11    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:897(__init_subclass__)
       51    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/os.py:798(fsencode)
       22    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:327(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_events.py:386(__init__)
    24/16    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
       62    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/opcode.py:37(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/subprocess.py:1074(wait)
        6    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/_weakrefset.py:58(__iter__)
      122    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:149(<lambda>)
      122    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/uuid.py:76(UUID)
       76    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/signal.py:10(<lambda>)
      122    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:124(<lambda>)
       16    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:1822(IO)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/os.py:611(get_exec_path)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/subprocess.py:1772(_wait)
        5    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/contextlib.py:482(__exit__)
       21    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:146(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/traceback.py:388(format)
        5    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/selectors.py:247(unregister)
       52    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      171    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      128    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/token.py:74(<dictcomp>)
      175    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       48    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/re.py:268(escape)
       28    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/threading.py:1262(__init__)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/streams.py:145(__init__)
        9    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/contextlib.py:463(_push_exit_callback)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/transports.py:308(_set_write_buffer_limits)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/uuid.py:70(SafeUUID)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      122    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:134(<lambda>)
      186    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/typing.py:1934(TextIO)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/tokenize.py:319(read_or_stop)
       62    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:158(TLSVersion)
        7    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_events.py:184(_run_until_complete_cb)
      129    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:971(SSLSocket)
        9    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/base_futures.py:13(isfuture)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/logging/__init__.py:2003(getLogger)
       94    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/sre_parse.py:168(__setitem__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/tasks.py:60(<setcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
       10    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
      307    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/asyncio/transports.py:19(get_extra_info)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/traceback.py:546(format_exception_only)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/subprocess.py:684(Popen)
       21    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/enum.py:58(__init__)
      122    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/ssl.py:144(<lambda>)
        7    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/weakref.py:328(__init__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/selectors.py:483(close)
        2    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/logging/__init__.py:1272(getLogger)
       50    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 /home/vishal/.pyenv/versions/3.8.1/lib/python3.8/subprocess.py:1759(_try_wait)
       82    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      292    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
